cmx_0,cmy_0,cmz_0,m1,x0_1,y0_1,z0_1,vx0_1,vy0_1,vz0_1,m2,x0_2,y0_2,z0_2,vx0_2,vy0_2,vz0_2,m3,x0_3,y0_3,z0_3,vx0_3,vy0_3,vz0_3,m4,x0_4,y0_4,z0_4,vx0_4,vy0_4,vz0_4,m5,x0_5,y0_5,z0_5,vx0_5,vy0_5,vz0_5,m6,x0_6,y0_6,z0_6,vx0_6,vy0_6,vz0_6,m7,x0_7,y0_7,z0_7,vx0_7,vy0_7,vz0_7,m8,x0_8,y0_8,z0_8,vx0_8,vy0_8,vz0_8,cmx_f,cmy_f,cmz_f,x_1,y_1,z_1,vx_1,vy_1,vz_1,x_2,y_2,z_2,vx_2,vy_2,vz_2,x_3,y_3,z_3,vx_3,vy_3,vz_3,x_4,y_4,z_4,vx_4,vy_4,vz_4,x_5,y_5,z_5,vx_5,vy_5,vz_5,x_6,y_6,z_6,vx_6,vy_6,vz_6,x_7,y_7,z_7,vx_7,vy_7,vz_7,x_8,y_8,z_8,vx_8,vy_8,vz_8,ticks
-23.139828,-31.416159,4.0956283,22.55112,-56.169987,-81.977,-3.9630432,-1.1509908,1.4862444,-0.06322338,22.50368,-1.2704391,7.9589005,-9.271492,0.15266977,-0.17109945,0.17211567,2.7861242,-23.307549,27.697311,60.65103,0.35707092,-0.50774395,-0.53065044,1.9305894,53.712143,-26.457932,95.989426,-1.2116619,0.31198138,0.58538985,2.1423178,25.789932,5.856636,72.975174,-0.3779538,-0.3258186,-0.012529804,-210.95367,182.89621,19.869463,-178.63225,137.82591,36.52707,-0.9990173,0.15214455,-0.29269454,-263.75333,219.5728,0.81628317,-0.2568202,1.2735454,0.21571228,-272.24304,309.73364,23.6178,0.7219486,-0.26609698,-0.605682,-183.17679,109.196594,22.749382,-0.054533657,-1.3366454,2.3065681,58.117386,173.52673,37.194492,0.80644035,-0.2860354,0.49155152,,,,,,,,,,,,,,,,,,,7903
