cmx_0,cmy_0,cmz_0,m1,x0_1,y0_1,z0_1,vx0_1,vy0_1,vz0_1,m2,x0_2,y0_2,z0_2,vx0_2,vy0_2,vz0_2,m3,x0_3,y0_3,z0_3,vx0_3,vy0_3,vz0_3,m4,x0_4,y0_4,z0_4,vx0_4,vy0_4,vz0_4,m5,x0_5,y0_5,z0_5,vx0_5,vy0_5,vz0_5,m6,x0_6,y0_6,z0_6,vx0_6,vy0_6,vz0_6,m7,x0_7,y0_7,z0_7,vx0_7,vy0_7,vz0_7,m8,x0_8,y0_8,z0_8,vx0_8,vy0_8,vz0_8,cmx_f,cmy_f,cmz_f,x_1,y_1,z_1,vx_1,vy_1,vz_1,x_2,y_2,z_2,vx_2,vy_2,vz_2,x_3,y_3,z_3,vx_3,vy_3,vz_3,x_4,y_4,z_4,vx_4,vy_4,vz_4,x_5,y_5,z_5,vx_5,vy_5,vz_5,x_6,y_6,z_6,vx_6,vy_6,vz_6,x_7,y_7,z_7,vx_7,vy_7,vz_7,x_8,y_8,z_8,vx_8,vy_8,vz_8,ticks
-130.38124,-85.57447,-71.81922,15.857352,-46.116943,94.5791,-268.0683,0.14053139,0.32025287,0.025040897,19.679878,-198.27844,-230.73589,86.31137,0.20709878,-0.53221256,-0.3317821,1147.2905,-1179.1075,-1314.7117,1059.9475,-826.62476,-1001.82117,0.08573952,-0.3134499,0.04779522,1217.6687,-1463.1257,-1566.8279,0.25124475,-0.021604087,-0.3501289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144045
