cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
-76.79035,36.366352,-114.54296,6.045031,-23.295258,156.73523,81.829346,0.2739392,-0.19740511,0.21790726,8.14163,-116.50961,-53.00563,-260.34628,0.01073666,0.21552753,-0.13375947,230.43564,135.3019,-74.322754,259.89822,-128.71138,-168.10718,-0.008307946,0.16784754,-0.20662375,208.5601,331.32755,-4.6893096,0.22030362,-0.055666734,0.18144833,50000
