cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
-18.362581,25.30584,-19.369928,23.47153,-13.291931,274.96228,-103.241196,-2.3857374,-1.5577722,3.2150383,29.463852,-73.40802,-160.08636,260.28662,-2.697928,1.6781707,-3.7964332,1.8833642,48.514008,-267.56024,-266.56924,1.719387,-2.418747,3.2673998,23.358747,18.54419,168.29001,-177.17471,1.4873163,1.620972,2.3863025,24.888927,-75.35176,19.888245,125.42389,1.1668047,-1.0682706,0.37816402,29.47774,139.03348,173.55594,-7.928192,1.8929939,-1.3691573,-1.0131824,8.935257,41.198914,241.13605,-31.128937,-1.8169427,0.0021691322,-3.975143,7.9538674,-47.705765,-179.99486,-23.340973,4.5405483,-2.252626,0.8597989,24.611122,-153.95937,-7.8582764,227.00842,-2.242471,2.0323706,0.8819256,9.651515,134.86401,193.34851,-20.00885,-3.9803827,-3.7923498,-3.185259,10.2558975,282.04053,-32.095245,-175.46545,-0.893476,-0.48338842,-3.4706008,10.519824,-238.44756,51.856873,206.53561,-1.0915775,-2.2991383,0.54162407,5.531146,-22.999634,99.83243,-157.01694,-3.5342722,0.472507,2.3933148,11.762334,159.31744,-214.30545,42.174774,3.7418118,-1.963625,2.3261318,21.474443,190.17804,166.53229,-199.29776,1.9026589,2.370463,1.9219294,18.967373,-256.10696,102.41254,-132.7883,3.0043783,2.8108273,0.7149706,4.804968,105.2323,170.9986,-48.964798,-1.3210082,-0.3624959,3.173461,13.593738,-95.98793,-293.42957,-289.37677,-0.55041885,0.89908296,-0.96404314,13.5004015,209.43515,-272.83862,282.29437,1.8749685,-2.0353296,0.21751761,8.456178,148.06866,-8.544922,-95.84541,-2.3311949,1.7611623,-3.4001136,2.9146442,-151.00572,48.767273,253.12451,-2.4817138,-0.49865818,4.9296513,25.105246,-121.9377,-289.13455,44.848816,0.29070178,-3.2928424,3.2093863,20.955915,-199.66914,283.56042,-153.15256,-0.050529975,0.9606209,1.0998256,12.246017,-294.33054,-51.067932,-75.394684,1.7390403,-0.64131504,1.9842281,23.094732,-152.84511,-114.267365,278.38226,-3.3909373,-1.4292669,-1.1741452,21.59022,175.28464,255.93988,235.36066,0.2717595,1.0255076,0.99389094,4.221325,103.1835,269.61133,-162.66449,1.4425511,-1.3332987,-4.4739203,7.786307,108.87573,-31.87674,-191.51416,1.1506958,1.1477872,-0.8119212,20.622002,-29.65567,-262.44632,-299.14606,-0.96702003,-3.0335097,1.8197031,18.32201,-62.50284,279.40216,96.99359,1.4227705,-2.3466759,-2.8960884,1.5940092,172.3089,-174.98349,-100.16516,0.12182668,0.21664004,-0.22501743,9.543882,-65.69574,-216.97266,159.1495,1.4370185,-2.1099176,3.0892787,11.468412,253.19934,-44.22995,-27.913727,4.9124403,0.4814415,-0.5552268,11.188392,213.91302,-248.89511,-247.91922,-0.8755335,-1.1166574,-0.8936236,6.060517,281.31195,50.224335,-213.96744,4.097761,2.0029058,-2.0230603,6.06907,-87.051346,169.96701,93.97589,1.0698853,-2.8905845,-4.6501355,19.817387,47.701904,279.83734,-231.44266,2.6279297,0.6149206,0.038189888,29.814268,-283.37283,99.359344,-196.53,-1.6276007,-2.0625699,-3.9759202,16.181965,-0.52770996,-89.426636,-79.42114,-1.0851197,-0.81160307,3.2005625,-5.282716,-35.988922,-16.609877,-131.31468,-167.61725,265.7012,0.17344551,-3.6862407,2.2273445,-357.67816,142.1906,-283.08304,-0.9521961,2.0451896,-3.6002462,195.22798,-455.66754,210.65532,0.72753966,-0.5410956,3.508249,175.21565,285.56506,170.95071,0.68749344,0.7949774,1.6817377,-84.99283,-135.5133,103.7086,-1.2942178,-0.7317945,0.22009286,85.11282,94.81056,-270.37756,-1.0727339,-0.21851796,-1.5881401,-115.69581,57.53175,-414.22073,-0.14838704,-1.7060046,-1.5204746,498.62375,-345.39532,114.315834,3.3311665,-0.7339805,1.150584,-358.89374,125.91001,161.42227,-0.42799452,0.36644846,-1.2960944,-272.83734,-249.60353,-202.63014,-2.5383735,-2.2162044,-0.79530007,20.062479,-19.469244,-483.29343,-2.2717268,0.28073546,-0.62647474,-78.67186,-196.82782,145.38748,2.1157653,0.0661465,-1.5169839,-300.84753,212.51692,234.19861,-1.1089175,-0.21308823,2.597164,540.0782,-415.35263,339.2351,1.8431933,-1.2792182,1.8623933,150.95442,326.64337,108.2927,-1.632355,-0.3645961,2.2909465,292.16348,363.20767,60.42361,3.8970556,0.2300814,2.751549,148.14258,73.70549,47.277824,-0.46245396,-0.19242735,-0.35374013,-18.971752,-109.20227,-246.88283,0.8686134,1.9282207,1.0168473,402.99564,-459.41046,218.74103,1.1889231,-0.67456275,-0.84489906,-204.9003,247.19885,-371.44083,-2.580848,0.96026576,-0.71189916,-428.6333,-127.78191,596.0569,-1.5570055,-1.2786238,1.4525145,-42.91715,-567.72,460.36536,0.7073916,-1.1870673,2.6266167,-1.69064,173.52007,57.025757,2.4396045,-1.9319601,1.6408063,12.821814,-43.466698,323.18466,1.3180829,0.3016458,2.6339567,-372.50635,-144.5476,-58.476242,-0.3498557,0.5692638,-2.727656,135.07762,298.65744,207.49374,-0.30716097,-0.5502082,-2.2354772,119.14627,55.116165,-501.71616,-0.5055024,-2.1216886,-0.8725579,-10.420749,98.24042,-33.248753,-2.579671,-0.3706361,1.8747884,-208.16568,-522.53864,-7.049706,-1.1203781,-0.9411236,2.2869816,119.40088,-104.64763,-424.163,1.8208852,-2.4058712,-4.153762,57.47038,4.653887,-98.49678,-1.5811363,2.2274797,0.061191157,53.7183,-370.76706,455.27704,0.5115034,-0.75802535,1.287667,761.0781,66.21485,-122.75466,2.8640707,0.891982,-0.65438974,-1.6394724,-281.04974,-278.22055,-2.0258596,0.7571222,0.3149641,679.61566,306.64398,-389.78702,2.1962166,1.6605383,-0.8416431,128.31903,-94.05252,-432.39914,-0.6241574,-0.7956759,0.064419396,307.9579,135.02641,16.404032,0.6023721,-1.5292468,2.6416612,-375.56235,-169.20593,-606.34314,-0.118864745,-1.8067995,-2.277335,-140.35146,-4.8229556,257.47177,-0.45464584,0.90365744,-0.06392534,2775
-20.0972,44.18039,-81.98479,5.9832687,-275.18774,-239.10306,-150.03487,-0.15451495,-1.0483352,-0.57029825,24.367552,-78.05757,251.84839,21.481812,-1.4997125,0.51560366,-0.95878047,27.49424,-78.12895,-18.770935,-155.77072,0.14566416,-0.07824128,0.15120584,18.728148,60.253265,136.66418,83.476074,-1.253422,-0.07802523,-0.33014485,15.234935,178.74521,-176.80196,-290.98816,-1.2474967,-0.49817234,0.9524582,-597.97797,6.814887,-190.7262,-144.45578,-272.3432,-310.98206,-0.15608263,0.6490607,-6.5099646E-4,-695.44824,-93.94654,-468.18298,-0.6955876,-0.37099075,-0.3997973,-618.17596,79.63821,42.320213,-1.6483358,0.33129516,-0.041288033,-564.3844,-181.8204,-376.1292,-0.2631888,-0.95043117,0.06284015,-625.0373,378.07706,107.62019,-0.5127133,0.5866414,-0.30103347,13972
-3.3173795,37.106308,-11.570159,23.85784,-206.74103,-175.14761,34.13092,-2.9535472,1.8024017,2.0078328,16.045876,229.099,70.36679,77.749664,-0.8395524,-0.11104536,-3.4695225,5.4494195,104.98767,-36.879974,258.07977,0.16621667,0.14172964,0.17316228,10.39417,183.0773,-292.59763,-247.84741,2.155659,-0.7770747,-1.9555479,14.05689,239.82385,-97.33969,289.9851,-0.13724108,-0.10611255,-0.1261351,19.806831,179.64001,235.4403,-198.47395,-1.1163906,-1.1276327,0.18389787,14.173968,109.23935,60.64731,-293.1701,-0.38768628,-1.8033786,1.4393067,8.142056,-55.068222,89.03128,-78.916565,-2.1721735,0.22416247,-1.8417419,1.3561542,88.99704,-40.662903,152.16461,-3.0524058,-0.01127243,3.1284294,23.007078,-231.1202,53.828705,18.217743,-3.7313867,-1.6727686,2.9802418,13.609398,-215.68233,114.91989,106.2836,-0.6340766,-0.62900496,-4.65339,21.624876,252.63037,238.41833,-269.67166,-2.1877007,-0.020986594,-2.6777291,10.899917,281.26532,55.41336,228.06915,1.245966,-0.65173733,-1.8752267,4.1833887,129.3128,170.11047,-39.200592,1.3496513,-2.6753135,-2.6259012,17.57033,146.0697,194.93985,-51.02841,1.6605115,2.6929379,-2.2719467,26.577362,194.8498,217.03857,88.599,1.9905581,1.0916675,0.9322673,1.697258,184.10406,-158.26839,-250.40535,-3.640788,-2.0624304,-0.34884834,19.70298,-64.46715,288.9071,256.96765,2.1370862,1.7975975,-0.95971656,16.67554,-279.76187,-32.7919,299.35437,0.3678326,-2.564872,0.18267906,16.715471,-10.918152,-281.2662,296.66486,3.832961,-0.23725224,-0.41854906,6.5642395,-287.7165,-286.53152,-10.319702,2.0833228,-1.9457558,0.096580945,4.9097934,-274.09326,-22.071228,189.24237,0.22235273,-0.21372855,-0.16689238,17.979574,-40.747955,-233.45639,-258.77158,0.09551832,0.0667816,-0.9833423,18.13461,-212.70872,27.055054,-74.1864,0.54618114,1.9671645,2.254597,2.5699606,16.144043,72.750854,115.57352,-2.8250122,-1.8201363,1.3072901,19.899662,-232.78363,54.61389,-233.21329,1.055831,3.213107,-0.3900237,25.35828,-223.01337,-74.50397,-88.149185,-0.5592413,-1.3960452,-2.8645194,4.5867457,-25.457428,106.19885,258.03113,0.15849862,1.2204993,-0.96056527,19.48656,37.840027,199.86542,178.81442,3.9474087,0.4971571,2.3948374,26.424397,162.27014,56.36212,-291.054,-2.1797113,2.0633202,-2.8445024,4.148234,-98.50891,-137.6476,-277.21722,2.5107617,0.9412236,0.76714706,-2.4777658,45.65088,-30.04952,-309.7674,-97.10574,101.70601,-2.7234497,2.5544565,1.7957487,190.10898,74.77457,-49.035767,-1.2704291,0.31955448,-3.5684938,111.20651,-28.14432,256.17636,0.1917602,0.31403875,-0.24937434,256.16376,-313.73788,-315.73083,1.8860208,-0.41263697,-1.79018,228.63747,-95.11057,278.36777,-0.4760024,0.20756252,-0.50470454,139.72917,186.78883,-189.31287,-1.0978638,-1.4656125,0.36102208,122.25829,16.428843,-252.30469,0.38233802,-0.7697492,1.0198072,-138.0292,92.59036,-141.69829,-2.4120135,0.008380121,-1.6217688,-20.933422,-34.472813,262.22812,-2.9867907,0.29905075,2.8750072,-349.92178,-7.4061255,118.37004,-2.8285234,-1.8363658,2.5877333,-226.29599,66.94944,-72.818245,0.5254554,-1.888526,-4.7576385,161.10944,227.72252,-352.6095,-2.7954638,-0.5925495,-1.9361962,315.60788,33.69575,153.16649,0.6604881,-0.5132566,-2.197851,186.36168,98.481735,-139.42867,1.4719961,-1.6971226,-2.7606819,200.66028,277.93408,-135.21997,1.3110503,1.8888166,-2.4623559,257.61145,247.5773,117.469284,1.4814523,0.6364691,0.71810454,45.669033,-227.16817,-259.92023,-4.070811,-1.698965,-0.20744012,17.938778,343.92892,214.7822,2.3911948,1.2573689,-1.3260072,-261.26123,-122.90032,294.25217,0.6141807,-2.3783853,-0.46828595,127.06488,-282.94174,276.64084,3.7733855,0.1458822,-0.6705389,-206.76495,-343.3048,-6.0006676,2.3147168,-1.2490335,0.12169849,-260.19406,-29.384222,172.86916,0.36595973,-0.25012594,-0.89286286,-37.67065,-221.04817,-288.54074,0.09205669,0.6113066,-0.65501815,-200.08078,96.575226,15.885378,-0.13432206,1.9529315,2.3333108,-86.31954,10.492495,158.547,-2.8596568,-1.6535957,1.0289983,-187.20067,165.48303,-235.28165,1.4607356,2.8817198,0.22603603,-236.70569,-114.77593,-183.09863,-0.20529169,-0.8959686,-2.422689,-15.206876,152.9352,211.9504,0.4026746,1.3050908,-1.510221,179.95311,214.29042,256.4539,3.8807273,0.3262306,1.8413566,66.61268,127.16405,-372.93826,-2.6595128,1.9227108,-1.7752048,-5.105148,-104.00075,-241.29219,2.5750377,0.94405675,1.1265033,725
95.911575,-22.119959,20.711899,12.874826,240.50537,197.44388,-86.43715,-1.053684,1.2578435,1.1145266,28.282656,167.452,-249.15923,140.12335,0.54378986,1.0483103,-0.47968102,4.6573997,86.21265,53.296722,164.96255,1.6133533,0.20757718,0.8833475,13.152099,41.898224,-291.64734,107.54013,0.81756437,-1.3174345,0.3454979,10.474736,198.66577,-132.51997,94.34418,-0.6435446,0.86250734,-0.571145,19.945406,215.43353,-38.67859,1.133606,-0.19263774,-0.29400122,-0.3975961,19.992147,125.31506,14.232269,-191.27966,0.48627275,-0.2938999,-2.0498893,10.731052,-209.79636,293.5589,131.75616,-1.5338243,0.35734907,1.691608,1.9255439,-248.26051,-126.20305,-90.51561,1.6663322,-0.11697817,-0.81579113,15.800452,293.4496,93.23697,-129.34355,-0.50999796,-0.22429079,-0.28134742,1.8984492,-33.846832,46.914795,1.8066406,1.0437777,-1.393423,1.2601237,7.409495,109.78137,-5.356476,58.820618,1.0186267,-1.6305125,0.6445139,5.1784353,-170.43646,-133.38232,-233.77487,-0.42679724,0.49303356,0.3485991,19.901508,-146.91193,121.537964,146.86786,-0.49076158,-0.6415962,0.43834037,80.652794,-15.726145,-31.81226,237.76001,-206.24704,159.19585,1.951992,-0.12713039,-0.59048337,90.55804,-92.11108,-185.63976,0.23327704,-0.9743678,-0.6444415,187.81076,30.836218,-331.78976,-0.124310434,1.5191735,-1.6595997,278.2046,223.96446,-204.08463,-1.7675359,0.584342,-0.9881061,102.424644,35.560932,-58.060184,18.451262,0.9845307,-0.63665956,75.056496,-23.463888,-116.26494,1.8141371,-0.07245557,1.0257679,101.231155,35.69912,-57.963657,-11.189059,-0.31066662,0.010540217,-682.00604,107.71147,851.0643,-0.45165837,-0.5077506,0.9025515,294.6557,89.17307,215.09702,-0.98027945,-0.332603,0.011555983,-195.8151,-165.65802,114.71757,-0.030492658,-0.24830705,-0.6489601,770.9409,-21.466139,-499.62427,0.19036558,0.47921434,-0.97959805,169.26877,-181.45969,-88.72318,-2.0724154,-0.44133142,1.3027351,445.24063,-29.99139,-110.46731,0.1525439,0.17870852,-1.6863381,199.10085,84.17424,-157.99564,0.1616251,1.2625198,0.9254607,11582
96.25931,12.102231,12.557877,5.9409957,129.93713,-53.73044,-48.603348,-0.74508435,0.34967962,0.3783257,27.775145,-95.61339,16.68341,50.374756,0.52659196,-0.9071085,-0.96600324,3.3996038,19.91504,207.5957,160.93112,-0.45033196,0.0031442277,0.6448531,27.463037,286.0312,-53.20781,146.3854,0.75377667,-0.39956364,-0.09459607,5.075316,-98.080475,27.359161,221.75323,0.08368435,0.35677502,0.13667601,17.406136,-172.40482,-163.51343,94.43143,-1.3724974,-0.37849188,0.5999988,6.5370445,48.312195,-56.508423,224.49017,0.6678911,-0.47931972,-0.041628473,29.314817,279.45996,98.8147,-213.86676,-1.0567977,0.22295375,0.3504908,10.662117,228.51886,253.35712,-207.84001,1.3818604,-1.0903989,1.288888,1.915712,-231.26767,-141.10464,142.289,-0.6561279,-0.7416166,1.046797,80.49305,-93.62495,38.495132,-115.523224,-93.44187,14.563042,0.17933041,-0.2765693,0.13620864,215.92392,-174.86153,-63.215866,-0.31197163,-0.85360515,0.19545975,-36.967766,-65.33207,106.329544,0.4802473,-1.0946037,-1.4539098,269.63293,-102.316315,-61.23266,1.8962083,1.2104738,-0.24111956,109.35803,36.19463,-62.502052,1.2107631,0.28810593,-1.1180661,-341.95273,-145.73518,201.35655,-0.03787695,0.32516173,0.051868178,209.33684,-168.54582,-55.441402,-5.140571,-3.3081503,-3.958653,1.4060869,52.49719,92.01651,-0.7174219,-1.3025733,1.1957991,288.80084,-196.32695,207.26065,-0.4650617,0.026200859,1.0841166,-405.1254,-121.19869,246.74194,0.4002293,-0.13714328,0.6582802,5907
18.618732,15.65661,-45.250427,17.700684,-92.58649,-137.09404,207.99432,-0.59614074,-1.3891324,1.8148292,24.19133,-73.97415,-123.458405,8.162933,-0.19272706,1.5306948,1.8787906,1.2131023,86.534485,-243.72826,97.14252,-0.47287703,-1.6065412,1.545433,26.865427,61.533386,115.58615,-207.44336,0.06797452,-0.03674948,-0.08247175,18.558044,-266.4666,208.03427,-123.164536,-0.23982239,-0.11777864,1.0352771,5.4706235,34.059753,103.04285,-145.08136,0.14116713,0.07481963,0.03888256,14.731184,-34.739716,5.0511475,1.6009521,-1.5119821,1.1077436,1.6216068,2.961816,276.42896,73.84271,-239.47188,0.27299166,1.7410064,1.9952507,7.8333144,-1.0930176,288.91492,-82.410904,1.5968624,-0.9088963,-1.3245535,6.794778,217.62616,-145.5628,-174.05441,-0.30678308,-0.77217996,0.7303914,27.199892,276.11395,-36.18936,8.180878,-0.12095018,0.5449701,0.04548611,10.955115,23.245762,-15.938735,-112.729294,-185.43623,268.36,-0.50282466,-1.2272098,1.4873116,-78.043945,-58.98807,77.47041,-0.05473382,2.0015569,1.8557717,66.288704,-296.59903,151.92719,-0.6164884,-1.2796417,1.4450184,59.064175,111.31335,-194.96227,-0.56881475,0.030158654,3.0751324,-271.06485,201.31969,-84.28422,-0.010001014,-0.24946494,1.0791304,59.09473,111.82603,-193.08958,3.0529864,-0.58497816,-13.990805,-89.74158,36.27431,59.70972,-1.4438045,0.5083471,1.5582448,279.98706,136.01433,-162.01736,-0.085801125,1.6181706,2.2009985,57.666412,246.91452,-132.84142,1.5899392,-1.4148303,-1.4195535,203.99294,-168.74985,-142.95517,-0.42705375,-0.4822682,0.95065427,266.91565,-15.634085,7.90204,-0.37730712,0.57398653,-0.05913104,736
-70.513176,119.87687,-33.444912,23.871254,-40.005707,140.3548,6.7583313,-1.0352771,-2.3272097,2.3941736,16.719757,-85.71138,288.0047,-146.997,0.7333803,1.0850611,1.0864234,23.45027,-101.49275,-255.46045,-218.41782,0.83773744,0.74076295,-1.6164249,22.879211,-136.48424,104.81601,-147.35176,-2.0019758,-1.4293976,-1.183353,6.991412,-7.483795,279.87372,-132.6073,1.8665247,-1.3400245,-4.539796,20.684082,-203.62462,177.31302,-219.46742,3.7114792,-0.33831835,0.6363411,20.67423,-223.35141,17.2128,21.109344,-1.0427272,3.8559875,1.8708735,26.685997,-65.28926,121.10617,289.22162,-1.4340953,-1.3269835,2.286952,18.191624,-208.85141,157.43134,199.24197,-1.4568579,3.394393,2.3902597,22.918253,-240.93918,291.52216,286.74823,-0.9856494,0.64507484,-1.2358097,21.052462,-111.8459,271.60278,-13.1710205,-0.7668066,-1.3230724,-2.5894833,15.575423,-36.484406,184.39786,-174.39684,-1.624679,2.6494207,2.7442205,23.443832,103.68494,234.86884,-155.27737,-1.2378585,-3.476891,-1.874888,28.395164,157.14087,-155.7645,-199.69283,-0.10502486,-1.4699306,1.1859176,2.000595,-55.440796,218.84064,-256.80984,-3.5010147,-1.7102985,2.0297804,3.2149029,-63.808105,119.56186,-203.46658,-1.5213335,3.2016582,2.1814394,21.079847,-110.54141,57.37738,-100.200424,3.4269495,4.300846,-0.5261078,22.426035,-298.66565,155.33609,-215.25104,-1.9401118,1.4333485,1.8768139,25.388018,53.35977,50.584564,89.559204,0.26289648,0.21691933,-0.316599,28.298302,144.09113,262.24982,101.344055,0.8668581,-1.6242423,1.8020397,-75.102394,121.59464,-24.080809,-63.36708,90.46939,54.68684,-1.0511887,-2.2196434,2.018244,-68.36789,299.17328,-120.02033,0.74962026,-0.25302792,1.3998795,-82.448906,-236.08344,-252.17108,0.91537595,1.0365461,-1.4814363,-173.0296,79.44524,-167.64037,-1.3803581,-0.7633687,-0.7730764,26.212887,241.58769,-226.61505,1.2931075,-2.1570158,-3.9676163,-118.24662,166.87547,-196.64305,4.076954,-0.3462403,1.4849575,-240.75168,104.847885,59.12635,-0.5490705,4.1680875,1.6282133,-97.38456,93.487885,333.9665,-1.505039,-1.2054963,1.8405187,-237.59831,232.60289,249.17455,-1.2463313,3.6117616,2.2151015,-259.62155,301.21893,256.1328,-0.7050304,0.15296307,-1.5841676,-124.6716,236.20198,-74.668335,-0.27883595,-1.9174933,-3.17676,-76.42249,240.42728,-110.37915,-2.0903308,2.4461665,3.101667,68.71889,158.2191,-192.58136,-1.9938892,-3.5140612,-1.5299836,152.34677,-185.32263,-172.80182,-0.33371168,-1.2454278,1.278883,-136.02896,170.2921,-195.19472,-2.9537928,-5.1065927,4.4270253,-101.82185,193.03702,-144.2946,-1.8377739,3.4299338,3.0862107,-40.82578,159.59053,-114.86163,2.9464262,5.041623,-0.7513365,-332.41855,185.96284,-171.58391,-1.2169424,1.364308,2.1256917,54.254448,59.60315,79.08625,-0.20323582,0.6095058,-0.64074975,158.62062,224.27109,138.04485,0.47132578,-1.8596356,1.5719889,435
