cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
17.633686,-10.142572,-22.955778,2.6902218,-22.281311,-31.565796,14.767609,-0.8649254,0.64116067,1.9538252,7.414988,41.32956,2.8994904,-32.79624,-0.74037623,-0.83046114,0.25178337,14.29522,92.45534,13.011765,-85.99242,0.116124995,-0.24624315,0.08227315,15.024788,-58.10225,-34.773193,35.121933,0.57259834,0.6428003,0.7088978,74.29146,29.340223,415.9156,305.5951,-775.3483,81.651566,0.23997566,-0.46697396,0.25534528,-5.0715675,64.66257,483.3277,2.3048668,10.204298,7.5879145,-6.1838484,63.448536,482.72946,-1.0115287,-4.6082697,-2.6599474,148.61064,123.53722,378.9277,-0.055217523,-0.45440555,0.0015717244,18261
21.631187,43.58643,0.2870517,14.283345,41.8739,51.756058,-67.86488,-1.5286561,0.16152708,-1.5539057,8.643361,-8.793381,-31.88832,6.303383,0.41087848,-0.271954,1.1580561,28.897903,20.725822,62.122925,32.172974,0.50540394,-1.6414165,-0.41067463,16.496782,-22.693996,-33.29243,-63.901524,48.60717,-125.274086,-1.2712281,-0.26065806,-0.35590714,81.63424,-14.788761,-46.969654,0.97856206,-1.3673526,-2.293722,36.752586,-60.300426,16.262127,0.20837206,-1.1051098,0.029618315,1447
-27.180916,12.306142,-19.013939,11.928292,3.1798096,-28.015282,66.74812,0.7802903,-0.51118463,0.27376065,24.85042,-69.94281,40.534286,-22.878792,0.77363086,-0.08379489,-1.2812701,13.037852,26.547203,-4.6073456,-90.11091,-1.0508119,1.245255,-1.0717084,6.820619,30.772764,-116.54974,64.50928,-51.928085,33.711674,0.32793093,0.037732493,-0.7405811,-20.59762,86.38043,-215.82524,-0.067536764,0.66395557,-1.3619969,6.3011775,0.44614235,-64.80233,0.9663318,-0.68217546,0.010183782,2284
17.68531,27.513409,-39.71363,7.189748,96.743225,18.274284,86.24579,-0.23217195,-0.88868207,-2.2364569,13.459413,42.279663,12.43222,-96.98713,0.79160714,0.42790183,0.89338034,24.319761,70.87836,32.33133,-57.30777,2.0943282,1.6165959,1.1220925,29.703743,-43.123077,87.94707,-80.93822,1.2707901,1.045789,-0.65034515,3.131297,-77.75826,-86.052826,93.1326,1.9953778,0.31479806,-1.359475,14.338248,11.549583,-62.26437,37.121414,-1.4623357,-1.4197543,-0.8888042,46.40187,44.954433,-44.243614,83.317154,-6.9431725,0.13365833,-0.55624884,-0.43241248,-3.2392414,81.456154,49.130024,-42.79567,1.8684722,1.9791216,2.294204,115.9837,74.44066,-32.56359,0.61524457,0.89073145,0.4693328,7.9533463,113.16442,-97.74683,1.9161772,0.5434703,-0.34906268,-3.0833118,-72.92246,32.636894,2.4660497,0.26978183,-2.8289208,-32.576912,-98.518684,6.383553,-1.2417506,-0.8230567,-0.8969973,638
-64.80277,-15.031193,10.003353,13.9764385,-31.476593,55.987183,-40.563965,0.75566965,0.38472354,-0.5265126,4.3121405,-90.08243,-4.0394897,11.458275,1.6221004,-1.3464408,0.6560941,12.610022,-93.09549,-97.50383,65.5526,-0.25553706,-0.07529982,0.3513728,-58.192154,-15.666865,9.957784,-21.02267,60.96635,-47.674736,0.71497977,0.3162697,-0.47322285,-66.43346,-23.41023,20.715103,1.6760507,-1.3803653,0.65204436,-96.571106,-97.9561,70.15675,-0.22888644,0.012172271,0.29369408,285
26.564978,-3.4540448,-38.238045,23.06799,91.36461,-65.838455,-80.94565,1.7014178,2.2350512,-0.6008902,7.5839057,-1.4256592,34.317673,-92.92965,-0.32055146,-1.0637631,1.1884036,23.455261,-37.598038,29.987045,33.125107,0.43613413,1.0637807,1.0612333,21.396671,-45.8429,-45.819927,-58.041798,-1.8652022,-2.6769066,-1.2660503,9.607515,85.41667,63.314026,-34.762505,-0.7283892,-1.8690256,-1.8932252,24.512875,75.776276,22.380127,-33.487236,-0.11923223,0.4764765,-0.4965396,22.640265,3.4396794,-90.99226,-5.0577936,221.82904,4.160831,-0.9655594,0.4779634,0.8748113,172.1483,33.59649,-37.177696,0.10799401,1.6043068,-1.0547637,140.67062,102.73081,-61.868904,1.0196028,-0.06310986,-1.8062932,-203.67192,-334.22092,-208.8316,-0.6842454,-1.4888154,-0.851324,79.25842,16.927565,-118.257256,0.042699344,-1.4531313,-0.5404604,64.86374,-16.96516,-111.507744,0.3666182,1.1827463,0.6603501,3092
-37.008366,32.556973,-19.688435,22.75843,-50.371994,35.502136,-34.841583,1.0270348,2.9357963,0.08787931,6.9715323,17.418167,56.468994,-92.486176,-0.28623858,-0.5881611,1.2134844,15.629343,48.737015,68.560196,-35.872116,0.74481803,-0.43758363,-0.8098699,5.5869555,-38.030254,49.8096,53.437653,0.58133316,-1.8469925,0.6477051,2.7498546,-94.46835,62.871628,-73.23784,-2.6610613,-0.26481342,-1.4837952,13.298514,-92.87825,-8.459045,16.871094,2.5390608,-2.6295924,0.5787567,15.8158865,-69.17491,5.322563,2.9361267,0.18632036,0.58830243,0.49482998,387.44244,156.42445,63.46231,434.7079,155.411,128.95926,-7.5361795,-8.609182,-2.4360414,251.65175,130.70537,1.0327476,-0.29363552,-0.5857388,1.0298424,438.16507,192.83743,22.839685,0.5522516,1.5159463,-0.023614796,436.65268,157.17892,129.43936,35.245552,33.24194,5.956359,-336.22852,-140.7742,-130.6145,0.1379627,-0.23602176,0.11224723,474.98892,86.42954,77.4283,0.8712559,0.6710376,0.83790547,363.98727,243.49644,35.570877,1.3725619,0.094076306,1.0599369,10706
-26.948153,17.498854,-11.295455,10.580763,-74.63541,89.38472,-62.91574,1.635881,-0.3294096,-0.6491995,19.883982,-88.64813,48.260834,-33.9357,-0.048193164,0.39949018,0.3097984,26.876177,41.11818,22.122108,85.49797,-0.07403193,0.56655097,-0.47137475,26.934687,-55.960094,-13.42926,8.948898,0.78223324,-2.245502,2.80659,9.035667,-44.558716,4.4395676,-5.6632996,0.2537756,1.867938,4.864254,12.294967,7.765831,11.156319,-96.68199,-0.3606585,-0.77760994,-0.9197201,15.111562,0.5664673,-13.438629,-87.48996,0.761292,2.1966,-1.483002,24.628723,17.16989,72.12697,-28.681656,-53.560963,109.895874,4.392985,-1.9998661,1.7502992,-27.720669,-49.832806,118.65663,-2.6661077,-0.13685335,1.1209811,57.777596,23.949486,-104.17254,1.0023514,-0.33208343,-0.8484055,97.64449,-20.680288,274.20352,1.1899782,0.5001618,0.47564182,84.65262,30.756485,292.58893,0.074545935,-0.06412626,2.5178127,100.05381,344.6326,69.63315,0.28649828,1.7600292,1.4419568,-155.51799,-64.28874,-191.96152,-0.7849836,-0.13307825,0.07628463,2780
-27.938414,77.058365,33.380665,28.977333,-20.055008,89.57924,47.725372,-0.80808353,-0.34271765,2.0985088,2.8647656,-71.75653,-67.41074,-35.68374,-0.118776575,0.09634832,-0.039790407,11.669491,-45.683434,84.44664,21.963036,0.90010166,-2.0494962,0.9901042,1.0539476,70.89371,43.68991,-46.869995,0.7529993,1.8028765,0.22944212,-50.275753,20.275705,163.34726,-43.47653,17.488068,183.64442,-0.27659723,-0.40248722,2.386425,-72.48754,-31.447828,-13.076607,0.0677363,0.68076664,0.66376126,-75.18496,25.008537,170.87828,-0.40895292,-2.0304306,0.048105985,98.95923,185.10783,1.4530149,0.12738143,1.6465623,0.83103836,1598
53.882603,-25.275381,23.581657,2.3118024,-63.551617,-59.896206,97.248566,-1.210373,-0.7820809,-0.3315414,11.150077,93.31177,-74.446045,54.877502,1.1747826,-0.50645876,0.5687891,8.46984,53.946823,37.335068,-53.272736,0.28502432,0.52589595,-0.019597175,3.4472213,88.374954,23.012833,-13.218796,0.80125046,0.952466,-0.20481825,3.6202028,-25.560463,-44.18799,95.00014,0.38418302,0.4732849,-0.36784562,500.74655,27.601177,112.9099,-301.59695,-351.35223,-222.64032,-0.106694855,-0.27925798,-0.3817121,582.98267,38.791195,152.42168,-0.0049216026,1.2016208,-0.7120319,574.06836,62.28844,141.20633,1.0477947,-0.13410744,1.8467838,576.14404,49.076973,97.21257,1.6031485,-1.5385176,-1.861616,516.4877,133.52577,154.23695,0.76467973,-1.1925198,0.8201163,15365
