cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
23.340206,-13.5483055,-18.927584,5.078576,0.40876007,-25.206139,-49.744534,-1.0084946,0.23573184,0.8560866,8.45977,-35.26615,-13.846931,8.626595,-0.5253715,0.33008093,-0.052042246,8.029375,99.59215,-5.8601,-28.467033,0.12409931,-0.34069648,-0.048801076,-970.01794,131.80946,388.58105,-895.9651,63.081444,408.48758,-0.45210293,-0.44170713,0.33394536,-971.43646,187.40485,409.29117,-0.14358243,0.06180027,-0.18699095,-1015.362,116.70448,354.17,-0.63006824,0.37044403,0.42363906,50000
40.108994,21.009016,43.349556,29.115673,36.5941,91.076584,32.54225,-1.4241993,0.6074284,-0.1015102,6.9366574,-3.2324524,39.022034,-13.964882,-0.7904543,-0.8315517,-0.94272524,20.115788,60.142166,-86.618614,78.756195,-0.7008053,0.65878385,1.0605386,-507.88586,246.94618,149.62038,-529.82697,210.07402,95.1529,-0.7918453,-0.110170975,0.7640683,-437.1287,268.64313,214.67514,-1.8672284,2.4585466,0.053319972,-500.5279,292.83322,206.02356,-1.2447677,0.5628941,-0.53577536,10084
31.47307,34.50122,-12.0212345,14.2399,53.32109,13.393059,-18.97261,-1.4397784,-1.4115514,-1.17648,16.629002,37.15416,63.982468,-56.74299,0.9852551,-0.7689414,-0.26575068,10.035576,-8.941605,15.601875,71.94655,0.30928072,0.14907031,0.05417293,-6.1088924,-1128.1842,-776.0731,54.90156,-1030.804,-755.3623,0.02078684,-1.4287395,-0.9120491,-21.429335,-1209.0903,-758.47943,-0.39896733,-0.41980723,-0.23724668,-67.29313,-1132.299,-834.61316,0.530489,-0.40504608,-0.36826968,30301
28.901001,-35.69054,-9.489901,28.0592,81.518295,-48.554657,-0.69400024,0.39432675,0.13328175,-0.10235561,9.991299,-78.79138,-28.931786,-17.035934,-0.23460995,0.14364068,0.3197148,4.051901,-69.919846,36.72682,-51.793816,0.5763069,0.011570927,0.15401298,679.10364,271.4203,46.17031,645.9495,272.8787,67.857605,0.10463159,0.14172798,0.27389926,741.33875,271.64496,-0.0041895886,-0.563493,0.57427955,-0.1364883,755.2335,260.76697,9.84542,3.39338,-1.108803,-1.3265955,49523
-36.006493,-41.936787,-49.18737,14.02434,-42.02131,-48.724304,9.955963,-0.77567625,-0.09168434,-2.0236146,21.406631,16.431091,-4.4818497,-65.39718,-0.38491473,-1.4549137,-0.41768512,17.453568,-95.48763,-82.42098,-76.82921,-0.64108825,0.9620085,0.08511889,-1468.7244,-781.2892,-1743.2267,-1443.2212,-716.05005,-1818.3802,-0.67724216,0.2853404,-0.85577834,-1424.6688,-636.16516,-1731.4553,-0.28556,-0.9961525,-0.66557235,-1543.2501,-1011.7035,-1697.2766,-0.84205085,0.09639168,-0.549237,50000
-29.675547,32.490868,-15.3421335,16.1257,29.305054,-46.790062,-38.68815,1.1904454,1.6226387,0.71781206,29.116547,-37.536453,68.71373,9.686493,-2.3885422,0.3752094,1.3664752,26.22347,-57.21657,41.024292,-28.775764,1.258053,-1.4834042,1.1246573,-194.73671,15.288605,753.4851,-332.3454,105.70464,832.54517,0.10652082,-1.6345545,1.1068251,-52.946815,-117.28241,695.5349,-0.086306244,0.54731834,1.481058,-267.54926,106.88549,769.21204,-0.6316363,0.32845452,0.75821644,13591
-52.98362,-42.730663,-29.570976,11.1444845,1.513031,-61.251034,4.525902,-0.024037667,0.012193598,0.44485003,23.955208,-88.05783,-33.85321,-46.654556,0.0772358,0.6906417,1.1611583,5.4268274,-10.072205,-43.884434,-24.18135,2.0054693,-1.0475078,-0.8145928,586.97546,521.7687,1425.999,565.6059,555.58264,1425.5,-0.025050022,1.2890123,1.7973412,605.45087,527.47644,1439.8254,0.50354284,-0.48386043,-0.033928163,549.30505,427.13324,1365.991,0.12572683,1.5149503,1.6833129,41611
0.041401032,52.00699,-32.347492,8.151253,-61.65993,37.007263,-59.386135,-0.6162285,0.034063444,0.5926953,14.607353,-3.1634064,55.739563,5.1958237,-0.04507292,-0.23759955,-1.3386647,19.845524,27.74321,55.420517,-48.87563,0.84416604,-0.98586124,0.013517521,115.78735,-185.913,-183.46397,7.7278886,-107.5858,-133.3548,-0.0071487664,0.17655703,-0.2392477,124.958664,-164.00804,-157.11832,4.5048608E-4,0.3693657,0.6006546,153.4206,-234.20793,-223.4374,0.56049234,-1.4911451,-1.0722136,8908
0.31975403,-47.85409,-32.74229,15.384591,-71.56949,43.252106,89.932434,-0.2974713,0.70239305,-0.04140361,28.068169,32.75891,-83.620224,-98.32806,-1.8304878,0.33272934,-1.7113047,26.548767,7.682762,-62.835632,-34.491074,0.6760335,0.60077655,-0.24874388,-413.75958,345.39194,-634.94037,-306.15512,300.98752,-610.36017,-1.5398443,0.62221223,-2.2341568,-386.51013,352.86188,-661.4517,-0.45459154,0.2432437,-0.8455509,-504.9235,363.2261,-621.1555,-0.058682434,0.741845,0.10662197,15253
36.784374,34.4696,17.97378,2.8193555,-98.50168,58.877045,-66.37385,1.1791825,-0.31565055,0.36198267,12.664652,93.563614,-7.3422546,95.1201,-0.19623797,-0.11142377,0.071460985,8.559688,-2.664482,88.293915,-68.387474,0.3905917,-0.27342126,-0.26747328,471.68326,-448.13876,-19.866142,413.9602,-454.05698,-2.1685646,-2.289254,0.7873809,-0.071654566,452.27512,-436.44083,-9.858726,0.3747435,-0.2663166,-0.67307967,519.41156,-463.49728,-40.50196,0.6882131,-0.40755883,0.9769515,50000
