cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
31.300705,37.138855,-29.9287,21.83803,80.90436,65.452545,-78.299736,1.3719945,-1.8214281,0.77613604,23.030657,60.470276,3.5066223,15.004112,-0.9651103,0.64630115,-0.6121693,8.983582,86.65056,61.3833,-48.140274,1.2783794,0.33451986,-0.5506139,25.629694,-88.141884,27.05194,-86.39526,1.0907284,-1.152213,1.16078,23.38826,19.886993,60.564194,-81.89701,2.2067215,1.3289789,3.0064657,22.572712,78.966385,21.593597,96.231186,-0.48637056,0.7027094,0.4327724,921.9808,-8.233068,1062.938,280.17114,-138.6286,1345.7076,0.02696633,-0.327019,0.7817391,831.90814,-206.51291,595.0495,0.5826173,-0.7667927,-0.054707486,1812.0035,412.4872,712.47876,2.0831406,0.8662759,-0.03497204,80.52863,-927.60425,1567.2944,-0.99875623,-1.5964812,2.0242925,1764.1348,1647.7623,1198.6694,2.260239,3.2489152,1.3691937,1363.4135,-519.16534,692.9336,1.2324846,-0.9977981,0.3692899,25449
36.966286,25.92064,5.5254908,28.66063,70.444275,91.72659,49.34407,1.0233094,-1.2924217,-0.24900125,28.904314,21.887436,81.1302,-36.288284,-0.5463364,-0.27377194,0.33064204,13.510736,25.819946,-35.459503,43.28911,2.6463418,-1.6054459,-3.1782591,9.926732,34.30298,-4.6721344,-8.969757,-0.79255825,-0.570308,-0.68292564,24.70994,56.969315,-29.31614,20.511307,3.0016336,-2.31099,-2.5239067,21.25913,-2.5883331,-20.363495,-31.347702,-3.844623,-1.3676012,-1.8388724,38.88637,16.93362,-2.9099176,77.15785,81.51212,46.587154,0.83994013,-1.5371045,-0.5160581,18.387918,78.00867,-32.954082,-0.42131346,-0.5895495,0.58423805,48.388275,-45.164272,16.453825,3.7108011,-1.0934178,-4.2862873,28.715036,-10.32192,-12.530957,-0.6898718,-0.96603495,-0.3437201,75.16632,-44.73668,2.7280529,1.9996953,-1.9816815,-2.3430269,-28.297739,-29.294827,-43.157948,-3.3272614,-1.1317806,-1.4880786,144
-9.400958,-1.5723732,17.45016,17.93235,-26.662918,65.23941,29.7816,-3.3934789,1.320797,0.08741903,20.292044,15.276825,45.60707,67.50429,0.22512865,4.198325,-0.12096834,29.365143,25.593315,-76.33578,-61.099136,-0.2813201,0.23095612,-0.3665197,23.898594,39.79869,63.76567,85.797226,-0.056207657,1.0080357,0.83355474,17.884005,-97.711266,-92.65771,68.44899,-0.34351313,0.81404567,0.64688724,12.669456,-73.75158,6.909561,-99.0255,-1.1832752,-1.9540899,0.65089303,-152.90576,212.0614,63.76502,-190.63266,188.8544,104.90602,0.027244417,4.582025,3.8751886,-160.6082,325.2676,40.66932,-2.2766137,0.28013697,-1.368642,-200.29976,179.35793,88.7303,-0.41189355,0.29297405,-1.320848,-148.72949,366.1733,38.490383,-0.501421,0.05224464,0.5921548,-113.24747,208.23206,-27.705633,-1.2120342,1.4734306,-0.21787053,-41.179996,-145.9069,161.45549,0.35039547,0.43391886,1.1759846,4025
-24.50983,8.259254,-60.975613,2.4127626,-78.49479,74.222885,53.737015,0.9206495,0.21241881,-1.3955098,14.117049,-0.7699127,18.690468,-95.3689,0.52642596,-0.15126899,0.2550047,3.5667877,-93.02427,51.609116,7.0693054,0.12557656,-1.1353328,-1.3226923,11.102198,-51.148117,29.524963,-79.30855,1.7600316,-1.6670674,1.7643816,6.8911037,-25.572968,-2.4612427,-74.12624,-1.3482833,-2.3037667,-0.9095926,13.092733,1.654419,-39.343666,-41.100945,0.28497112,-1.5797032,-0.560696,0.56725687,-54.992126,-59.419292,-22.759954,58.460773,-47.46729,1.1972561,-0.9895571,-2.23372,-10.561772,-75.676796,-42.520897,0.45976466,-2.4833267,-0.7583557,-37.48526,-32.636387,-82.01048,2.7260902,-2.5379238,-1.5735922,34.10523,-86.820915,-70.90324,-0.6635131,-1.5124593,-0.75131637,9.359385,-26.43691,-74.2502,0.6837168,2.018406,0.028229943,-5.8344088,-47.72657,-56.14393,0.5830092,-0.8675872,2.3943837,1066
24.123482,46.682438,43.044037,11.452652,94.15672,73.842545,50.67914,1.5426756,1.1478603,2.125555,3.5606184,-17.7183,-78.60872,-80.503174,-0.4417917,0.24595438,0.48831093,5.973727,-22.80716,6.1404266,-83.33248,1.7467192,0.5724829,-0.5303773,6.5281944,-70.04151,35.741806,-70.08953,0.6839022,0.16105248,-0.6134721,27.267197,18.65152,84.247894,95.112305,0.78845406,-0.3044424,-0.5113864,12.403023,55.66414,0.2714386,77.406906,-0.13373195,-0.59702843,-0.49777907,138.41142,52.947796,40.325203,88.16488,111.72839,251.54074,-0.30388072,-0.17590536,0.49621204,87.80798,108.63964,48.388878,2.9722395,1.2372979,0.6806712,137.14594,84.205666,10.316067,0.6327228,0.8600828,-1.7050676,109.294106,2.4284549,-54.95273,1.1178979,-1.1660879,-1.7973359,164.98155,52.59165,9.461961,1.571267,-0.4069711,0.78206503,156.8574,-4.9982567,-24.568377,-0.8216051,1.1261215,-0.70318484,3021
17.216017,-36.32393,23.825577,21.11448,-71.16074,-66.41502,-2.8236542,-1.396406,0.46080527,1.4966083,24.203905,69.34924,-45.092262,72.07863,-3.6265564,-2.8686035,0.11724663,5.8903513,98.6989,-3.4721375,30.307648,-1.110187,0.8080807,3.9469414,19.550024,1.1827316,6.3841553,-92.96224,1.8469834,0.35023007,-1.0800194,4.0925784,-62.991344,67.683655,4.1943665,0.9069721,1.2834011,2.3235672,24.620184,48.32646,-60.959244,93.692535,-2.112236,-1.8749273,-1.9637561,17.07931,-36.413403,23.823298,-71.30027,-66.36889,-2.673971,-1.3940437,0.46180633,1.4970548,68.98591,-45.37957,72.09094,-3.6401541,-2.8775885,0.12901506,98.58763,-3.391584,30.70256,-1.1151257,0.80298305,3.9512973,1.3674213,6.4191337,-93.07013,1.846809,0.34933352,-1.0777496,-62.90057,67.81187,4.426708,0.9084947,1.280773,2.3232636,48.115856,-61.14622,93.49542,-2.099827,-1.8645843,-1.9785025,2
9.341226,-14.56405,0.7195665,7.1036615,86.182205,-45.91801,40.677567,1.8003473,3.0220292,-0.49499023,15.520866,-1.6538467,-74.84886,-1.7907639,-0.40226522,0.35819814,0.51873165,14.794975,83.75105,2.343628,-2.6434402,0.100815095,0.17430282,-0.09907459,20.092625,-22.048294,75.493454,-41.586983,0.5988531,-1.2779536,0.5371632,20.150202,-59.95426,-96.03537,61.93889,-0.30361804,0.32352617,0.051552996,25.479664,30.963379,14.495346,-21.991173,0.05744631,-1.9158059,-2.923024,32.888214,-73.16924,-90.28415,6.410841,266.66537,-246.07701,-0.93448603,1.0019554,-1.7137097,126.616486,-84.00379,-125.97364,0.82166517,0.49029645,-1.6348349,-138.67119,-228.53764,84.34952,-0.75300634,-1.1083807,0.45231745,134.18463,-67.272934,-179.50253,1.1810484,-1.9581504,-0.8032226,27.363655,-56.801414,-47.281193,0.6041096,0.2102773,-1.3324614,7.2822948,-88.69238,-90.16468,-0.6068356,-0.062333845,0.559944,3151
44.21108,11.542263,-0.57296854,19.481121,-21.768555,-23.483421,24.396393,-0.35433054,-3.5099828,-1.9891095,29.620083,87.815125,-8.363518,7.909607,2.3996956,0.7236427,0.7943232,17.913227,27.1475,-54.565716,87.46988,1.5876086,-1.1701834,1.2506282,29.974358,59.759125,94.22368,-79.72395,-2.0274723,-0.6198578,1.3321738,3.8406463,-26.703346,-26.87085,29.333908,-3.4692578,4.9790764,-4.431221,2.0534053,95.72566,72.595245,-28.41896,0.53165954,-2.3450255,0.2984905,44.43028,10.735472,-0.22974199,-22.52454,-27.524658,22.35894,-0.9355852,-3.3757458,-1.6447983,90.55572,-7.527814,8.824324,2.3666995,0.7297173,0.796219,28.97076,-55.894726,88.878494,1.5834992,-1.1415095,1.1996013,57.428875,93.49736,-78.17849,-2.0250013,-0.6433485,1.3555131,-28.75997,-21.113108,23.003683,-0.23653793,4.3140326,-6.1190834,96.30473,69.88457,-28.095083,0.475492,-2.3695393,0.26597792,23
-24.895802,-8.981465,21.761133,14.299441,-67.95027,10.239372,71.01257,1.6081295,1.725039,-0.4418192,16.19981,-78.47822,-52.930653,-64.80639,-0.59256,-0.047000736,-0.6069382,12.537781,-2.8636322,24.484634,80.86499,1.0391811,2.2356806,0.31891298,14.661332,94.850586,-46.34738,95.39444,-0.013519042,-0.107102074,-0.08973062,16.692741,-73.86994,-71.83955,-15.059486,0.93969005,0.29432783,0.08587175,26.90946,-14.887558,51.021164,2.8886948,0.11305955,-0.028692797,0.01662166,60.04373,94.00539,-0.13052894,45.201096,167.8074,102.97222,0.37277886,1.5478144,-0.8566409,27.6777,59.860107,-59.416557,-4.97193,-3.077816,1.6582153,73.86601,147.63904,100.09186,-0.5064036,1.5118642,1.3423929,39.030666,37.248615,-89.84332,-0.723397,-1.3705957,-2.7257462,140.26624,107.14654,71.49215,1.5928882,-0.25626326,-0.67187417,42.659885,73.125755,-61.474213,4.1076427,3.2572618,0.30280244,3828
43.034748,-17.045181,-17.953938,22.852592,10.693489,40.70897,-81.24434,-0.37824696,-1.5050433,-0.8688735,17.46754,92.08975,-97.97476,6.97538,-0.07719126,-0.17943825,-0.028310351,7.9077916,84.37381,6.844246,-95.23976,0.9293477,-1.48088,2.4316154,14.316493,-16.445282,-64.79598,3.7081451,-0.69835854,-1.9645972,2.0975947,6.4482517,89.08182,-78.59255,97.85393,0.20435484,1.8777747,-0.61391884,8.50766,55.956345,98.77905,48.47711,0.24128813,0.2525633,-0.058736484,14.959687,-208.16022,56.089645,55.857803,-300.6961,14.621182,-0.28772506,-0.45733547,1.1146233,21.397953,51.79562,-62.7475,-0.4870685,-0.4998729,-0.7608829,-143.21513,-399.43332,269.27692,-0.49183056,-1.3305597,1.25934,20.633862,-331.12656,208.48659,0.028982565,-0.7344844,-0.17416579,28.228205,37.909767,-0.06751774,0.23471697,1.3505436,0.42826235,19.300686,-295.1207,-0.5722471,0.91368616,-3.7139199,0.24001117,4694
