m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
20.035366,-11.005157,44.154564,-35.996735,-0.45538646,0.4364633,0.11890273,20.566727,3.8758583,30.933762,-6.0858917,-0.23435175,2.7058694,1.301508,13.073821,26.072586,5.1408424,44.344643,1.076251,0.7397794,1.4542971,110
28.251432,44.80652,-27.58239,-0.7884674,-1.2516937,0.060242496,0.08579622,24.239136,34.294823,20.660004,-40.37836,0.11462454,-0.1744965,-0.07693281,16.35539,-7.002556,-2.0644112,11.829197,-0.5483254,0.4680913,-0.9189596,20
28.32628,38.23748,-0.13530731,21.81115,-0.6248283,-1.7312076,1.5469719,10.040521,15.79332,-34.54509,24.32898,-0.36212656,0.28184366,-0.38797215,12.435373,17.540504,36.931694,26.512657,0.39065605,0.61318195,-0.26293606,1030
18.260834,44.033073,-3.284092,16.331696,1.8878574,0.75187635,1.8728714,29.114765,41.77265,-24.972815,4.1072845,-3.6345272,0.41510344,2.7032304,18.53499,-15.471607,-10.334778,4.4959908,1.6955905,0.8296747,2.5870037,1
23.194878,36.007652,-0.54341125,-17.958935,0.3757216,-1.4347645,0.5725186,12.101928,-34.78347,26.784203,-42.584026,-1.6644561,-0.73791724,0.54825246,19.071522,48.819786,-44.78662,-34.708305,0.87283105,-1.1078057,-0.96919686,215
16.48995,22.30587,-10.6054,38.542206,-0.62171686,0.24403885,-0.37830186,14.482214,18.702309,-40.14762,49.379784,0.3273629,0.72066444,1.0161669,26.010736,-44.34756,-29.419195,17.728241,0.3130464,-1.2809695,-1.3055322,46
14.870648,-11.119492,-33.0323,-2.7869873,-1.2356828,-1.1073558,-0.98021966,13.547927,-39.686676,5.267544,-28.557373,-0.8654746,-1.0123663,1.5978084,10.746652,-8.083134,-20.959633,45.97673,1.0036218,0.3870259,-1.3656383,1885
29.461046,23.839813,-8.571934,42.502525,-0.41312522,1.4393272,0.5740889,16.91858,-24.697453,18.389221,-19.66415,-0.020853844,-0.9028347,-1.3027142,17.162794,-5.52647,16.603546,-46.10959,-0.41015527,0.9272338,-1.3842251,805
10.250007,24.066856,-4.3185997,-44.36286,-1.2977786,1.3170513,-0.16619453,12.10802,-32.797203,-36.736668,6.7436867,-0.024354955,0.15418492,-0.78428704,15.540066,35.296074,37.698395,-47.763855,1.3942385,-0.19094944,-0.17032814,3024
10.184878,30.199013,16.203133,42.534164,0.9878328,-1.2382451,1.7707608,13.627077,-40.138447,-15.443222,-28.41121,2.0496726,-0.22979715,-2.8482313,29.491611,-34.39869,-21.148884,11.484528,-0.010197275,-0.3117546,-0.42652595,884
17.216784,38.444534,9.868778,10.150864,0.509583,-0.5252531,-0.71106786,15.965914,-4.2663765,29.27243,-39.938255,1.374583,0.7534547,0.34564316,25.638226,-31.592829,-10.114471,-25.408978,0.876307,2.2095327,-1.7936926,40
18.836025,-1.0364304,-15.475853,46.85572,1.0871897,3.112423,-0.27345705,16.767948,-6.767868,-0.8612709,39.14424,-1.22155,-3.6634648,-2.7519207,24.123446,-28.737741,-2.6899529,26.6848,0.22523434,0.0025823,0.032679245,441
22.841864,-4.3416786,-10.782547,-48.93696,0.3914047,0.9520671,0.009122313,27.068665,-49.042027,4.3521233,-4.3723297,-0.6925862,1.4454066,0.22987498,14.238159,6.6479073,20.649788,44.234398,0.2633355,-0.74255437,-0.47069082,37
23.256607,40.010605,6.6550674,-27.984833,-1.021187,0.78954214,-2.2410877,26.34734,-43.58338,36.724663,-18.48002,-1.0616895,1.8498194,0.47254577,23.353645,-9.998978,-20.927788,33.822525,-1.2623274,-1.9511862,-0.5571375,377
