m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
22.082851,-13.705887,-26.743866,30.36737,-0.52120733,-1.4648283,2.3187628,23.610123,3.7837105,-12.149136,-37.63626,-1.8538127,1.1605273,-1.6212758,13.066176,11.808102,41.11493,-21.02188,0.08358863,0.07027777,-0.05673539,523
11.770035,25.936028,24.65306,-43.342144,-2.134355,0.5860733,-0.20602171,12.888318,7.7842636,42.406876,1.9548111,1.9070355,1.2487277,-0.5225306,15.000411,-16.544998,42.027756,44.649384,0.14642192,0.9217321,1.5646422,473
14.486736,25.345787,38.782944,20.747414,-0.3918303,-0.29951626,0.90065014,17.052982,30.293411,29.1651,-43.929333,1.4154222,-1.3231393,0.13661431,10.804382,0.3996849,-40.33638,40.98255,0.3311791,-1.1553153,1.1598474,7026
24.64655,-7.9188538,-29.978,-48.930435,0.19709902,-0.13775413,0.19625278,13.814679,-25.088268,10.261051,2.7313232,-0.4261912,-0.19403481,-0.3648127,29.420397,4.570442,42.920197,-24.365913,-0.06959801,0.64932555,-0.51373285,328
26.741825,-0.048469543,22.992554,-11.142586,-1.8814485,1.1221657,-1.3915383,10.409914,-24.532627,12.491928,7.5639,-4.099966,0.174757,-1.4058161,24.700758,14.014725,17.596886,31.818565,0.6038436,-1.107241,-2.7651384,98
23.462206,8.9935,26.322922,7.9032288,-1.6488285,-2.7114618,-1.652143,17.047531,-1.7520256,44.186096,43.327263,-0.75458956,4.672282,-1.3263731,26.977818,15.439072,30.754135,49.349678,0.22444946,0.27870807,0.14080152,9238
14.738045,-28.474976,0.61753845,-2.6001282,-1.501153,3.2809725,0.20256138,26.076752,-49.144024,33.043465,-1.8510933,-2.067037,-1.3994145,-3.385027,26.266285,-34.775333,6.349224,-28.509712,-2.756589,3.313384,1.134512,77
13.459919,40.512016,-31.223423,32.96747,3.1688967,-0.22448301,0.58677864,23.553747,-43.614258,-35.711754,-17.31202,-0.7130195,-1.77932,1.6189511,28.327253,16.11779,15.257614,-12.420635,1.7817905,2.0618744,-0.096661545,271
18.081608,-17.42775,-3.7233963,-24.988438,1.5203114,-1.2657422,1.7546899,24.37122,36.19699,37.524925,13.264889,1.2411017,0.53013825,0.78662384,23.16233,-37.88463,-39.969772,-5.871849,-0.43950438,-0.4893154,-0.3782337,909
19.878923,49.95105,25.550583,-19.95511,0.18161954,-0.6314643,-0.5831833,17.22519,-47.587933,-25.961596,37.979355,0.613191,-0.68389934,0.4572135,27.830242,9.165306,12.873425,-5.2650642,0.6887443,-0.6038456,-1.4339893,1857
12.915057,-16.907299,-21.18842,-38.23147,0.14884992,0.13354225,-0.005173012,25.891813,4.5833397,-33.733414,-35.93023,0.5964761,-0.7124387,-0.15914471,12.888916,-15.308674,-32.70661,34.99489,-0.72310704,-0.6438554,-0.068459585,10000
21.943424,-49.746494,-23.56996,-32.05884,0.85475093,0.8019344,-0.7240068,15.950098,27.72335,-49.688972,47.832077,0.6064777,0.022455404,-0.11963185,16.571835,-25.976849,9.066105,-16.870468,-0.22858022,0.6371487,0.22603682,1815
28.501629,47.485527,15.807968,21.072937,0.5665291,-1.3949122,2.5833225,10.848661,47.608376,-39.90468,-9.353828,-0.14324713,-2.7527952,-2.343396,21.68558,12.814396,43.753693,7.709854,0.24235344,-1.761384,2.0302086,223
13.75387,28.157578,-6.6300507,42.891106,1.9360647,2.3829918,1.1118279,27.295233,46.669983,-30.178284,38.279305,0.5077365,-0.8304501,1.8689986,25.812372,8.050938,-48.306908,-21.283764,-0.34295443,-0.3471828,0.2593663,644
21.314198,26.851135,17.420631,28.236397,0.18671423,-0.8394771,0.8658249,27.688534,-8.011765,30.45388,-45.036663,-1.0248717,0.95888674,0.14228044,21.044205,-45.3058,26.855865,35.577614,1.38392,0.7376559,0.012693931,10000
12.716526,-32.94649,21.836243,-18.064827,-1.1677861,0.21390015,0.5476401,17.376831,-28.289854,38.53739,41.545273,0.80938727,2.049582,-2.406924,26.54692,11.076183,23.816132,35.848396,1.1581932,0.66298133,-1.2524787,677
29.26928,3.8420143,42.952995,0.6766815,-0.1229618,-0.065357395,-0.29606465,25.93821,32.00592,-24.93853,-46.928,0.12823083,-0.22123556,-1.1656864,18.184082,-7.9300957,28.870522,29.461136,-1.3329166,-0.33810726,-0.56378466,825
13.812766,33.389366,38.750862,0.72457886,0.2238859,0.349739,-0.15736039,19.051552,38.447174,-33.7457,38.362938,-0.18959594,0.57509094,-0.41958514,27.606636,-23.841476,-26.103132,-19.671238,-0.4563478,-0.5137685,0.24841747,10000
10.584684,40.203194,1.694191,3.234272,1.4011679,-3.7937431,0.5744653,28.21333,5.1494827,8.153557,-16.3792,-1.3262496,0.99499476,0.78962713,28.686909,-28.52683,-7.4764023,-39.614243,0.20173979,0.031044483,3.0888748,1373
22.272778,20.415108,-44.081505,-47.73759,0.27189198,1.0482084,-0.16143033,15.84306,-49.006607,-22.861004,20.116425,0.1856212,-1.569126,0.10989498,12.256411,-40.87441,42.783592,12.811535,0.13355301,0.34719053,0.09060767,10000
26.723806,-13.428444,17.867706,-4.8691216,0.19512577,-0.01782998,0.21588923,17.452127,2.8768768,36.320305,19.646004,0.57186687,1.645287,1.9786289,24.407097,27.072502,-25.15772,-22.604794,-2.5403566,-1.6843716,0.35122275,10000
24.758606,27.330605,-44.044285,-14.965229,2.5239441,2.1840973,0.14802873,20.359627,-43.6293,-17.187057,32.515114,0.09315846,-1.7600749,0.7712753,25.313267,43.661972,-11.731316,-16.015373,1.3460617,-2.4875586,0.890646,10000
13.810814,35.029564,39.97513,46.531418,-0.8857775,0.019355774,-2.1923666,13.443045,-10.473164,-18.81281,-34.971905,0.0869464,0.03260429,-0.058731325,25.596289,20.274704,39.742363,6.5917625,0.8654291,-1.2118806,-0.3496849,1855
