m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
15.218817,-37.22021,-35.59673,-44.95234,0.23759317,-3.1289988,0.94664335,26.434563,21.592453,0.95454407,-35.713696,1.3318669,2.1939213,-0.11337661,25.447657,-3.3580704,9.377235,20.3152,0.062884286,-0.11413285,0.17643264,-5.152199,-137.81009,9.314138,0.928628,-1.7822026,1.3016338,40.279823,65.307625,-0.7696355,-0.34794447,0.1755026,1.1022654,27.548445,16.501038,-21.10307,1.3945729,1.1771177,-1.2986532,875
12.525977,45.741608,33.51374,-5.1639366,1.373395,0.2708903,2.1244302,13.170375,-26.323885,18.668304,-18.75016,0.4638179,-1.675952,1.6016476,20.007374,38.774162,-46.556717,7.829033,0.6305447,0.9231166,-0.14625597,77.67912,18.924257,58.682106,0.45891532,-1.1193691,1.3724452,17.074636,-40.13929,36.49559,2.2850187,-1.4677821,1.4496533,50.36698,0.9362807,6.466753,0.004218626,1.6564821,0.42459205,670
22.250254,-5.062454,-7.3332787,15.787003,-1.2528353,-1.3481326,-1.9613581,17.26944,12.195927,19.372726,-37.51774,-1.0752189,-1.3176628,0.8507816,19.822643,-35.7191,-29.124325,-44.638508,0.5499306,-1.8103801,0.19150198,-22.070297,-26.197521,-30.916117,0.025643513,-0.78704005,-3.2265465,-17.645555,-19.63814,-16.419209,-3.6155777,-5.1396923,0.57582396,-19.947123,-47.07363,-31.342564,1.3280348,0.88955444,1.851178,327
12.605875,-21.723097,46.554947,31.777199,1.1632224,-0.24103485,1.6546108,11.59007,7.690216,-46.266384,-17.435501,0.689601,-1.6689353,0.47715193,16.906004,39.12999,35.87245,-33.505486,0.8022326,-0.7414513,0.19704357,318.35968,-255.6318,256.25525,1.7974333,-2.295711,0.91666913,355.39227,-302.05612,270.75293,2.232047,0.15819593,0.27249047,326.13495,-314.39883,240.7206,-0.72810596,-0.46199688,0.88759696,7272
15.025763,15.690643,0.15627289,-36.575424,0.29668924,0.640398,0.46167523,21.96515,-9.7286,32.849678,-15.239346,-0.17105022,-0.15437436,-0.18969691,17.692915,-4.5723267,18.441628,8.757763,-2.2361045,1.4494567,3.426835,6.0631714,51.837986,123.70222,1.105665,0.11512631,2.4303186,-96.55162,85.086494,78.46821,-0.6000693,-1.0975451,-0.17184782,-88.15986,73.381966,81.85961,-2.39052,3.0664597,1.7327986,1817
28.824986,-35.60064,21.263,14.59053,0.5642449,0.47404525,-0.45746124,17.725092,-10.435944,-24.500937,17.889511,0.39696774,0.21193197,0.26910213,26.707,18.53276,-5.6162224,-30.97592,1.6401782,-0.8107202,2.372546,455.89587,-53.61772,411.18594,-0.15550649,-0.8563216,0.75013554,477.81235,-58.842335,427.75104,1.1602597,1.7573789,0.8476148,420.33212,18.782162,297.66077,1.9104273,-0.40054733,0.68523353,10000
27.178438,-16.500835,42.747818,-12.869335,2.7990222,0.39100075,-1.6613035,26.673204,-17.747532,-21.7103,-26.098877,-2.4187267,0.0981369,-0.18868399,22.637333,48.891685,-48.57093,-36.960503,-2.499156,-0.5870142,0.08857536,43.801903,35.464638,-52.31919,2.3137493,-0.8086113,-1.6780922,-57.207176,-14.2537775,-31.103458,-0.88736093,0.1570378,-0.29621506,-22.750908,-48.65737,-32.651318,-3.7209237,0.7838409,0.23543361,460
19.467106,-29.179138,-24.817944,16.163689,-0.8972275,-1.4823292,-0.45079872,16.757614,6.9160004,-24.918795,30.789139,0.12188163,0.09666404,0.08812328,10.669833,-1.1911507,9.136574,-19.705296,-1.5971537,1.3292313,0.55670977,-326.77322,-129.68312,-8.240173,1.9167179,3.6416407,-0.5555475,-334.41635,-173.93875,13.300282,0.6342799,-0.04491258,-1.0159103,-329.25473,-131.2835,-6.612881,-7.5359435,-7.797103,2.4817848,9249
26.110846,-41.107323,-16.09766,-43.82663,-0.5828286,0.49612254,-0.2922956,28.42789,-35.434937,27.72194,47.499123,-0.8551634,-1.8706996,-0.72101134,19.26433,-5.5679207,-27.71027,-23.36945,-1.7855984,-1.720061,1.8595817,-61.672585,-106.315575,-23.225554,-1.5504395,-2.0947123,-0.65644526,-97.46541,-53.071667,-24.141005,0.21982421,-0.5857364,-0.5335859,-107.388916,-5.7446423,77.45236,-2.06043,-0.1046393,2.07657,1153
23.54192,40.823357,-9.310253,-47.300507,-1.2839234,1.3350279,-0.9600786,22.892014,-41.6321,-16.087444,-30.407476,0.053978432,0.6132611,-0.89652455,17.055574,5.8034782,-35.541122,33.40355,0.8767117,-0.22875655,0.4635954,-98.083855,255.52293,-267.0862,0.46734416,1.13878,-1.6446078,-109.38423,341.87396,-323.58746,-0.43687403,-0.9100207,-1.4029372,-123.05061,337.00693,-302.18085,-0.88175726,2.0866747,2.0881574,10000
18.970064,34.8136,23.029861,25.327919,3.773345,0.19741535,2.1368828,29.837168,14.833115,26.437065,37.202766,-3.0306888,-1.1872029,-1.2901771,10.225069,-35.48159,-1.8361168,-33.92836,1.713036,0.812104,-0.6727283,67.45231,25.835783,56.399902,1.8490776,0.14730513,2.147244,-15.473579,9.731662,16.510855,-1.9234004,-1.2157686,-1.6281017,-9.368236,10.61634,-37.628498,2.0519218,0.98842734,0.29412955,272
18.277142,-21.013737,34.6438,-27.279657,0.59145194,-0.13416697,0.032020062,11.1325655,27.279945,35.720894,2.7346725,-0.9453654,-1.7646703,-0.39845386,27.401632,-8.751671,12.748547,36.369484,-0.10190948,0.45245984,0.12757237,-33.117428,18.502718,3.7889514,0.092313744,1.6482837,-0.3423177,-45.536186,-86.08441,-6.2633924,-1.1723338,-0.015691778,-1.1118919,-16.836864,-103.98517,12.826525,0.32323164,-1.4470187,0.66711044,10000
14.637643,-39.09434,26.085045,-21.863382,-2.45417,-1.2560577,-1.2813158,21.059425,31.90625,23.776192,-47.409733,0.3287864,0.13277948,-0.35969877,16.789232,7.3252373,48.89167,-10.791813,-0.68851995,-0.8979029,0.63858724,-462.9835,-273.48535,-203.57387,0.7967478,-0.7736313,-0.49751386,-350.11758,-245.27185,-169.27809,-1.5765368,-0.13640982,1.6694419,-351.80667,-265.6697,-164.35794,-1.1329039,-0.9808512,-2.5900054,10000
11.669548,38.847443,17.575706,-49.984676,0.5904741,-0.15757135,-0.27088636,21.88086,37.467728,-49.60893,24.74578,-0.010629654,0.20611954,-2.1171284,13.23424,-17.000706,26.192131,11.841518,0.41963664,-1.6884531,1.4637462,37.157238,-27.66141,-43.19405,-2.3282778,-2.3407757,-1.9799205,37.814377,-11.85565,-58.022606,1.0299801,1.6135987,-0.499031,21.332928,-56.620544,50.428673,1.2728075,-2.0904257,0.29543757,811
24.70269,20.191704,-10.857468,21.523476,1.6666512,4.594181,-1.5206046,29.334675,3.3845139,-15.204208,24.181114,1.7318468,-0.05197811,4.0517426,14.656581,20.945755,10.450752,34.213676,-2.1441488,1.5877538,-0.53439665,54.543274,68.43418,80.2573,2.8088987,4.542733,1.6612953,48.752247,89.12266,86.30461,0.12564169,-0.13146758,1.358806,73.84481,118.27603,55.476543,-0.85456705,1.833557,-0.50745213,976
24.153473,4.117115,37.979645,24.571404,-0.9697558,-0.35191628,0.7919489,24.366499,-18.036812,1.5074387,16.775879,0.15856567,1.8250257,1.2810445,19.758663,-48.18096,-15.89563,-7.436596,-0.9517091,0.6253466,-0.48418963,-11.888062,24.918036,28.575397,-31.15121,9.041234,-13.097013,-12.211773,25.209835,28.41484,29.437092,-7.959091,14.511072,-52.788483,-7.758107,-8.627026,-0.16360916,1.2087617,0.17867047,175
15.016087,38.87555,26.48993,16.015396,0.63755995,0.8521645,0.736447,17.219404,11.647137,-8.095203,32.719078,-0.10942588,0.40678787,0.25642034,27.748055,2.2949104,-24.257559,-24.438572,0.5428958,-1.2997882,-0.8798793,29.83198,-25.655617,16.765062,-1.6765109,-0.6768741,4.588329,52.418453,-25.386406,-4.566907,1.0594511,2.3685534,2.100208,39.247562,-26.312672,-24.245333,1.0698141,-1.6897347,-4.1085415,1399
