cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzy,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
26.707504,-30.297588,19.005447,-13.0146675,-0.55466175,0.78368855,1.9150486,24.409424,-36.581886,9.849529,-29.186344,-4.47604,1.2428832,-2.8365147,15.236987,-41.083107,-15.130169,45.97631,0.389011,1.3839386,-1.6533983,-37.454002,5.660823,0.4442851,26.707504,-30.914036,19.636103,-11.389232,-0.7381464,0.56671673,1.5338218,-37.454002,5.660823,0.4442851,24.409424,-40.739094,11.143277,-31.644709,-4.281257,1.4556148,-2.3680298,-37.454002,5.660823,0.4442851,15.236987,-40.708866,-13.796912,44.366795,0.39858633,1.4234555,-1.7356869,19
