cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
27.860474,-21.89613,-11.757725,16.462532,1.1254034,1.8991481,-1.0218326,29.741768,-44.731503,45.493576,46.755356,-1.2760143,2.159173,0.23027372,18.306482,-21.426743,18.552818,10.68074,-0.07931757,3.9407845,2.6311784,-33.033867,58.47393,34.82048,-9.387069,37.932205,7.238428,0.34508905,3.9163907,7.459144E-4,-48.58305,67.54294,42.09902,2.0419667,0.677885,0.20366597,-41.13147,69.94664,55.123993,-4.2823467,3.277347,1.1181518,315
19.827003,-38.37947,40.058426,-10.608505,0.7565823,1.0543331,-0.99935526,17.47016,45.3132,-4.22324,22.59079,-0.9232292,-0.78161335,2.3690596,13.923097,27.349136,-42.692436,46.748688,0.9167373,-0.24245475,0.9194022,57.777565,10.603033,245.26193,264.41046,173.30612,-93.25986,0.9572405,0.29532275,-0.03308152,-25.443968,-51.85431,394.8286,-0.79215276,0.1549466,1.3840835,-65.633804,-89.642715,434.217,0.4665271,-0.33675763,0.7793022,5969
23.329506,35.582146,21.700836,1.0159149,-0.25953227,1.6993543,0.9539452,24.376925,-46.366287,20.516808,-35.959084,-0.57382387,-1.0287023,-1.7788278,20.013683,-0.9238472,9.995018,-43.990974,0.37035277,-0.7171664,-0.48847362,-95.08302,17.487982,-253.05469,-137.68854,48.659836,-244.0095,-0.44650996,-1.449005,-1.568569,-107.38778,23.548714,-268.6615,-0.13719383,0.5888723,-0.60614514,-40.172737,-19.744606,-246.49306,0.056489352,0.9825724,1.0236282,10000
13.338306,12.347214,40.161522,-43.632317,-0.9539075,-1.8313508,-3.1044717,18.382069,34.548065,-38.320084,30.606133,-1.2937129,-1.5230376,1.0955389,25.599545,44.708054,40.97016,-38.266945,-0.3428858,-0.89736736,1.2032984,-309.36835,-546.47034,23.729317,-322.60782,-502.67874,-171.24675,-0.32249987,-1.0217458,-1.3410568,-304.73547,-573.1023,111.58227,-2.049636,-4.1972275,0.33756804,-300.76175,-563.63,130.85243,-0.12906429,0.6010277,0.82876664,8634
14.100824,-9.10957,33.57573,-30.201488,-0.12758465,-1.482388,-1.70614,26.677387,45.811325,-18.603945,36.10594,-0.78533745,1.3831654,-0.22267723,19.268532,42.93271,-37.028194,-14.311283,-0.2255567,0.87143993,0.49897084,-195.63501,261.2849,-170.79391,-219.76172,259.3693,-229.35568,0.7209737,-0.86173236,0.19567977,-196.24026,255.65958,-167.75227,-0.34655824,0.20302889,-0.14744043,-170.90305,268.8259,-115.27376,-1.4540306,2.051147,-0.99696404,10000
23.344633,42.64348,17.739632,33.076904,0.46329057,-0.29243395,0.48666242,20.134073,-26.163322,32.410385,-30.153687,-1.7514595,-0.18052858,1.5615945,24.309578,-40.322144,-8.592148,40.625793,-0.036384195,-1.6558526,2.0883114,-49.43214,-75.579254,180.75217,-24.885307,-85.027214,196.28587,0.99752074,-2.1220658,1.0256679,-13.748625,-61.716183,171.16934,-0.9963633,1.3212119,0.31361866,-109.66249,-79.994354,174.80124,-1.1748095,-1.1426381,2.6043162,2378
14.3432665,-45.424473,-32.468033,-3.5629196,-1.0672516,0.255725,1.635946,21.376564,-6.561043,-11.178673,23.1408,-1.1840166,0.14958459,-0.733168,21.345554,47.040977,7.6744804,23.802765,-0.9965207,-0.8621549,0.29665056,-261.60373,-68.69915,60.219173,-329.52026,-161.26907,-63.503258,0.024601072,-1.825976,0.27913284,-341.84518,-169.34875,-57.10549,-2.4081774,0.26982152,-0.51497686,-113.44569,124.520386,301.26627,-0.5042576,0.41624287,0.9898599,4740
13.482437,-10.421936,-3.4328651,-26.149284,-0.25570703,-0.19493486,-0.28237376,18.860167,6.7750473,-44.581455,-42.28277,-1.9424107,-0.6102828,1.7794675,28.248697,-2.4967804,28.805267,-29.361963,-0.95397043,-2.3854053,-1.8595452,-11.300487,-14.020285,-36.645016,-11.887452,2.0745068,-46.050266,-2.4890342,-6.0423937,-5.6973577,-11.25377,-45.15445,-26.04381,-2.088231,0.5774531,1.7727257,-10.760238,1.0190877,-37.840965,0.20930092,-0.38753983,0.7293997,177
26.915533,1.3276176,-23.096348,41.021072,3.0244532,0.49137592,1.5844059,10.799492,-8.90057,-29.20583,23.564636,-0.63674974,-0.32499886,4.000537,11.9836,49.237823,-4.7954483,-41.46449,0.72764117,-0.2095397,-1.2730529,17.856207,-18.866404,13.07699,10.740409,-21.854618,45.42288,2.4604828,0.23444268,1.0834721,-8.767197,-29.190662,39.41106,0.84069306,0.34378695,5.1265883,51.595406,-5.553928,-45.60297,0.6628816,-0.2351622,-1.1627272,68
29.672153,-25.654089,-2.550209,39.23799,-0.8936965,-1.1157646,-0.33574513,15.941294,19.378342,9.325062,-8.019299,-0.105231285,2.568103,1.6963596,24.440697,-42.966103,19.611816,3.3141747,0.55811936,1.5694063,-1.5549608,-130.6073,330.48398,-143.13287,-111.61917,368.43896,-93.65144,-0.6265823,0.44214284,-0.10529566,-162.43459,295.59595,-192.95186,0.48891732,1.0422145,-2.4199133,-117.7681,327.417,-142.7953,-0.15370208,0.6732871,0.85008174,10000
