cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
-7.878276,9.605015,-27.542637,12.651928,19.311234,18.91523,-44.20822,-1.4548726,-2.5068216,1.2102633,10.521683,-32.986435,18.255707,-16.856838,-3.2577581,-2.7527409,-1.0765786,28.713642,-9.959625,-8.355892,-21.562845,-0.8037162,-0.69767094,1.1438899,-23.63951,-9.877143,-22.892675,0.11387125,-7.1857615,-28.82648,-3.2052994,-3.3616624,2.5340557,-53.395348,-11.241372,-26.538778,-1.2302445,-3.5651698,-0.91020745,-17.637053,-11.204295,-13.312768,-0.7753879,-0.023304863,0.4996306,179
-23.087318,-20.605867,-15.25043,28.189472,-30.40974,-22.33677,-26.419031,-2.256532,-0.8752102,1.650057,23.452759,-6.1442146,-28.579557,-42.051357,-0.43647718,-2.2246866,2.121644,14.437601,-32.708,-10.901272,22.7191,1.0566641,-0.6573278,-1.2079691,-86.31783,-119.12301,62.560295,-89.63904,-103.25335,81.69268,-0.029652882,-0.96208733,-0.2922389,-83.199646,-126.15136,53.167103,4.329696,-0.5164563,1.0000848,-86.11479,-127.964294,52.821087,-11.033601,-3.2625885,4.406249,1450
7.106921,-5.763176,19.123676,24.776993,16.104012,-1.7335281,1.2155647,-0.024316788,-0.52341986,-0.76779556,10.696823,27.156708,15.204742,43.722824,-2.5046856,-1.2674208,0.55084354,15.858009,-21.939957,-30.760742,12.43264,-0.29940853,0.29198158,0.29896107,-1100.7239,-761.3466,-274.15082,-1093.151,-759.46356,-289.51483,-11.635112,-3.0286472,-10.258793,-1091.5745,-758.96826,-288.02444,25.034227,5.6108346,25.170937,-1117.4459,-765.6079,-244.9131,-0.73442423,-0.43341684,-1.4792223,35357
-4.7205,11.360392,3.2705505,24.435198,-33.304543,18.225594,-21.384562,2.1854277,0.48468685,-2.581135,29.825111,16.914795,6.9366875,29.250137,1.0737013,-0.49523503,1.562504,10.631724,2.2282486,8.918892,1.9460754,2.2736478,-0.29728937,0.35354567,2.469439,10.963242,2.775769,-24.345022,19.94325,-30.811468,2.4478827,0.40968356,-2.3196723,20.507345,5.1402264,34.302498,0.81195825,-0.43667302,1.0584064,11.245994,7.806247,4.8362765,2.4047043,-0.28919107,1.1667616,77
-20.581398,16.73,0.6390998,21.57087,-15.1347885,-3.6669388,29.969048,1.9203701,2.136044,1.5390778,13.511503,-40.301735,15.703033,-29.837687,0.2981672,-0.19149683,0.40148675,26.831682,-6.307667,38.1539,1.7859383,1.3073018,0.79699856,0.2551662,212.74222,200.00505,138.38199,210.00555,210.71648,119.18513,-2.0200822,-2.4342818,1.3567216,218.24336,182.61789,167.37006,2.1421533,1.5525197,3.5003045,209.97772,206.68082,128.59077,3.546592,3.5930119,-1.1586897,3515
