cmx,cmy,cmz,m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,cmxf,cmyf,cmzf,x1f,y1f,z1f,vx1f,vy1f,vz1f,x2f,y2f,z2f,vx2f,vy2f,vz2f,x3f,y3f,z3f,vx3f,vy3f,vz3f,ticks
0.289437,3.1112494,4.5667124,15.364241,-45.26346,-10.753769,-14.25256,2.215045,-2.6548576,1.2074442,14.751239,21.97464,5.011154,3.5608406,-2.0219464,-1.9377394,-0.29534817,14.142222,-13.645977,-5.9056892,-9.498608,-0.86925936,-0.7560955,0.71915126,13.186012,35.572006,47.92073,29.9095,2.484826,0.84514856,-3.745542,29.630808,37.562714,-19.86707,3.2803879,-3.637629,2.1778798,1.6284475,11.799339,-34.463303,2.2621384,14.400711,4.9567423,-0.76814127,1.4896021,9.33087,1.0067294,7.5987086,-28.171665,4.1606174,25.758442,-6.493617,1.3801436,1.7707864,-33.592873,-0.78062224,18.395172,-1.2030905,-2.0471597,-1.17249,14.943568,-5.810347,24.462784,2.6934521,3.4531093,2.809521,66.850044,46.696453,-33.548912,1.3514081,-0.72339046,-3.642971,-21.593498,-25.938786,19.13275,-0.3940534,-1.2875592,2.2498183,57.54964,-12.286941,-8.607984,4.1239495,-0.47503683,-2.327826,331
6.773567,-7.576273,5.5605497,18.234772,18.5195,-34.696983,-9.803997,-4.362259,3.9327383,2.0085025,24.223627,-1.7933426,-9.86768,17.569038,-0.45898628,0.93924093,4.341276,13.790165,5.436104,12.882477,11.790646,4.7243576,-1.5805798,3.6030188,17.808365,40.16829,45.44832,-16.280167,-1.1177226,-1.2468294,1.1772074,15.186777,-27.986061,-16.44733,-23.219639,-2.5079572,3.193818,-4.9566746,29.601768,28.816185,-10.154182,-42.766495,4.312353,0.039806843,-2.8885198,17.933043,35.718903,-24.161863,49.874855,0.6847358,1.1004739,1.8114338,21.119822,-12.756432,7.314926,41.838768,-1.9717729,-0.73769283,3.294135,12.238148,-25.16104,-38.504135,21.041939,2.1864567,-2.7913332,-0.10612059,7.8620386,-5.5672884,11.458971,-10.599479,-5.1816545,6.6405654,-4.36763,4.885136,3.3124557,-3.322911,-1.126635,45.364475,-0.39837578,1.4852939,4.45876,29.594526,-5.152908,36.775246,2.639893,-3.4623177,4.1814857,31.026117,33.38128,-7.6577077,-1.679259,-2.4653373,1.5229172,-40.21609,4.057923,-51.837315,-1.4529946,3.1343334,-4.006264,54.552517,-9.572224,-57.670135,3.716909,0.1731926,-1.8796778,35.85976,-14.981593,57.26076,-0.7520778,1.8287272,0.36426604,-19.194778,-1.4976424,54.891678,0.4923035,-1.8529406,0.59289056,-6.941315,-50.03214,19.36317,3.2246273,-0.78907335,-0.27380252,129
